,participantID,neoOpenness,neoConscientiousness,neoExtraversion,neoAgreeableness,neoNeuroticism
0,85,1.7083333333333333,2.9166666666666665,1.5,2.7083333333333335,2.4166666666666665
1,54,2.125,3.2083333333333335,2.2916666666666665,2.875,2.2083333333333335
2,78,2.2083333333333335,2.75,1.75,2.9583333333333335,3.0416666666666665
3,97,2.7083333333333335,3.0,2.3333333333333335,3.0833333333333335,1.6666666666666667
4,48,1.8333333333333333,3.25,2.25,2.9166666666666665,0.9583333333333334
5,9,2.6666666666666665,2.8333333333333335,1.5,3.25,2.5416666666666665
6,13,2.125,2.9166666666666665,2.0833333333333335,3.0,1.5833333333333333
7,17,2.7083333333333335,3.0,2.5833333333333335,3.2916666666666665,1.2916666666666667
8,135,2.4583333333333335,2.9166666666666665,2.4166666666666665,2.9166666666666665,2.125
9,67,1.8333333333333333,2.3333333333333335,1.6666666666666667,2.5833333333333335,2.4166666666666665
10,88,2.2916666666666665,3.0833333333333335,2.0,2.9166666666666665,2.1666666666666665
11,132,1.625,2.3333333333333335,1.6666666666666667,2.8333333333333335,2.5833333333333335
12,127,2.375,3.125,2.1666666666666665,2.7916666666666665,2.2916666666666665
13,56,2.9166666666666665,2.8333333333333335,2.8333333333333335,2.9166666666666665,2.2083333333333335
14,52,2.125,2.6666666666666665,1.25,2.7916666666666665,3.0416666666666665
15,125,2.5,3.2083333333333335,2.5833333333333335,3.5,1.375
16,39,2.25,3.2916666666666665,2.8333333333333335,2.7916666666666665,1.3333333333333333
17,1,1.7083333333333333,2.25,1.6666666666666667,2.5833333333333335,2.8333333333333335
18,25,2.4166666666666665,3.2083333333333335,1.9583333333333333,2.7083333333333335,1.1666666666666667
19,53,2.625,3.25,2.5833333333333335,3.0833333333333335,1.4166666666666667
20,6,2.0416666666666665,2.1666666666666665,1.5833333333333333,2.7916666666666665,3.125
21,114,1.9583333333333333,2.9583333333333335,2.4583333333333335,2.875,0.9583333333333334
22,128,2.3333333333333335,3.0833333333333335,2.0,3.25,1.5833333333333333
23,86,2.8333333333333335,3.125,2.5416666666666665,3.125,1.875
24,61,2.6666666666666665,3.5416666666666665,2.875,3.2083333333333335,0.9166666666666666
25,130,2.8333333333333335,2.875,2.8333333333333335,2.75,0.9583333333333334
26,96,2.3333333333333335,2.3333333333333335,2.0416666666666665,3.0833333333333335,2.25
27,76,2.5833333333333335,2.9583333333333335,2.0,2.7916666666666665,2.7083333333333335
28,3,2.3333333333333335,2.625,2.5,2.9166666666666665,2.25
29,33,2.8333333333333335,2.9583333333333335,2.4166666666666665,2.875,2.2916666666666665
30,11,2.125,2.8333333333333335,2.25,2.8333333333333335,1.75
31,99,2.1666666666666665,3.4583333333333335,2.5833333333333335,3.0416666666666665,1.0833333333333333
32,50,2.7083333333333335,3.1666666666666665,2.4166666666666665,3.2916666666666665,1.6666666666666667
33,2,2.0416666666666665,2.5416666666666665,2.1666666666666665,2.6666666666666665,2.75
34,28,1.875,2.7083333333333335,2.5,2.7916666666666665,0.7083333333333334
35,65,2.0416666666666665,2.75,2.0416666666666665,2.8333333333333335,2.7083333333333335
36,118,2.625,3.125,2.3333333333333335,3.0833333333333335,1.75
37,122,2.125,3.0,1.875,2.9166666666666665,2.0833333333333335
38,138,1.9166666666666667,2.5,1.625,2.9583333333333335,2.1666666666666665
39,113,2.0833333333333335,3.25,2.4583333333333335,3.0,1.5
40,104,2.375,3.4583333333333335,2.75,2.9166666666666665,1.125
41,89,1.9166666666666667,2.3333333333333335,2.25,2.4166666666666665,1.5
42,147,1.6666666666666667,2.25,1.4166666666666667,2.6666666666666665,1.3333333333333333
43,93,2.3333333333333335,3.0833333333333335,2.4166666666666665,2.9166666666666665,1.6666666666666667
44,47,2.1666666666666665,2.8333333333333335,2.2916666666666665,2.8333333333333335,1.1666666666666667
45,121,2.5,3.3333333333333335,2.4583333333333335,3.0833333333333335,1.8333333333333333
46,22,1.9166666666666667,2.875,2.0,2.9166666666666665,2.0
47,68,2.1666666666666665,3.0416666666666665,2.7083333333333335,3.2916666666666665,1.0
48,84,1.875,3.3333333333333335,2.5833333333333335,3.0833333333333335,1.4583333333333333
49,35,2.1666666666666665,3.375,2.375,2.9583333333333335,1.4166666666666667
50,69,2.4583333333333335,3.375,2.4166666666666665,2.9166666666666665,1.9166666666666667
51,80,2.1666666666666665,2.875,2.4166666666666665,3.375,1.0
52,131,2.75,2.75,2.75,3.4166666666666665,1.8333333333333333
53,107,1.8333333333333333,3.0,1.625,2.5416666666666665,2.625
54,112,1.375,2.7083333333333335,1.1666666666666667,2.75,1.9166666666666667
55,79,2.0833333333333335,2.9166666666666665,2.375,3.2916666666666665,0.5416666666666666
56,40,1.5833333333333333,2.6666666666666665,1.1666666666666667,2.5416666666666665,2.625
57,81,2.375,2.1666666666666665,1.1666666666666667,2.9166666666666665,3.1666666666666665
58,74,2.125,3.0416666666666665,1.9166666666666667,3.125,1.0833333333333333
59,119,2.5,3.0416666666666665,2.625,3.0833333333333335,1.9583333333333333
60,60,2.4166666666666665,2.5,2.3333333333333335,2.4166666666666665,2.5
61,41,2.375,3.0,2.4166666666666665,2.9166666666666665,1.6666666666666667
62,129,2.375,3.125,2.6666666666666665,3.0,1.3333333333333333
63,4,2.625,2.625,1.9166666666666667,2.7083333333333335,3.1666666666666665
64,30,2.5,2.7916666666666665,3.5,3.125,0.7916666666666666
65,27,2.5,3.0416666666666665,2.6666666666666665,2.9583333333333335,2.3333333333333335
66,105,2.0416666666666665,2.4583333333333335,2.0,3.0833333333333335,2.5
67,137,2.2083333333333335,3.0,2.125,3.2916666666666665,2.2083333333333335
68,55,2.5416666666666665,2.75,2.2083333333333335,2.875,1.4166666666666667
69,139,2.2916666666666665,3.125,2.375,3.2083333333333335,1.25
70,26,2.4166666666666665,3.2083333333333335,2.5416666666666665,3.0,1.625
71,57,2.4166666666666665,2.9166666666666665,2.4166666666666665,3.125,1.9583333333333333
72,140,2.875,3.0,2.8333333333333335,3.25,1.4166666666666667
73,91,2.4166666666666665,3.125,2.25,3.2916666666666665,1.2916666666666667
74,82,2.5833333333333335,3.0,2.0416666666666665,3.4166666666666665,2.1666666666666665
75,64,2.2916666666666665,3.125,2.3333333333333335,3.0,1.2083333333333333
76,8,2.1666666666666665,3.2916666666666665,2.4583333333333335,3.0,1.5833333333333333
77,120,2.5,3.25,2.1666666666666665,2.875,1.7083333333333333
78,36,2.25,2.5416666666666665,1.7916666666666667,3.0416666666666665,3.0416666666666665
79,111,2.25,3.3333333333333335,2.7083333333333335,3.0833333333333335,1.125
80,23,3.0,3.0416666666666665,2.625,2.875,1.5
81,102,2.5,2.7916666666666665,2.0416666666666665,2.875,2.375
82,66,2.1666666666666665,3.0416666666666665,1.9166666666666667,2.8333333333333335,1.2916666666666667
83,133,2.1666666666666665,3.25,1.9583333333333333,3.3333333333333335,2.3333333333333335
84,70,3.2916666666666665,3.125,3.2083333333333335,3.2083333333333335,1.625
85,44,2.4583333333333335,3.0,2.9583333333333335,3.0,1.5
86,20,2.4583333333333335,3.2916666666666665,2.9583333333333335,3.125,1.75
87,58,1.5833333333333333,2.0416666666666665,1.125,2.5416666666666665,1.75
88,7,2.375,3.0,1.4166666666666667,3.125,1.875
89,87,2.0416666666666665,3.4166666666666665,2.5,3.125,0.875
90,51,2.25,2.2916666666666665,2.4583333333333335,2.4166666666666665,2.7916666666666665
91,5,2.4166666666666665,2.9166666666666665,2.5,3.0833333333333335,2.3333333333333335
92,94,2.4583333333333335,3.0,2.7083333333333335,2.9166666666666665,1.2916666666666667
93,83,1.375,2.5833333333333335,1.0833333333333333,2.5833333333333335,3.0416666666666665
94,15,2.75,2.5833333333333335,2.8333333333333335,2.75,2.4166666666666665
95,134,2.5833333333333335,2.8333333333333335,2.4166666666666665,2.5,2.25
96,98,2.1666666666666665,2.7083333333333335,1.9583333333333333,3.0416666666666665,2.5416666666666665
97,109,2.4583333333333335,3.0416666666666665,2.1666666666666665,3.0416666666666665,2.0416666666666665
98,37,2.25,3.0,2.5,3.4166666666666665,1.0416666666666667
99,19,1.875,2.9583333333333335,1.0833333333333333,3.0416666666666665,2.5833333333333335
100,32,3.0416666666666665,2.7916666666666665,3.0416666666666665,2.9583333333333335,1.5
101,10,2.875,2.5833333333333335,3.0,2.5416666666666665,2.1666666666666665
102,72,2.25,3.0416666666666665,2.375,3.0833333333333335,1.2916666666666667
103,62,2.25,3.0416666666666665,2.5416666666666665,2.9166666666666665,1.3333333333333333
104,59,1.4166666666666667,3.0833333333333335,2.0833333333333335,3.1666666666666665,0.9583333333333334
105,108,2.3333333333333335,3.1666666666666665,2.5,2.5833333333333335,1.9166666666666667
106,103,2.5833333333333335,2.1666666666666665,1.3333333333333333,2.75,3.0833333333333335
107,100,2.0416666666666665,2.9583333333333335,2.1666666666666665,2.8333333333333335,1.5833333333333333
