,subject,neuroticism,extraversion,openness,agreeableness,conscientiousness
0,5,23.428571428571427,25.285714285714285,26.142857142857142,36.285714285714285,21.285714285714285
1,17,36.0,24.428571428571427,29.285714285714285,33.857142857142854,16.571428571428573
2,23,33.714285714285715,21.571428571428573,29.0,27.428571428571427,14.571428571428571
3,24,23.285714285714285,21.142857142857142,27.714285714285715,34.714285714285715,17.857142857142858
4,29,25.857142857142858,24.857142857142858,28.571428571428573,34.714285714285715,20.0
5,35,20.857142857142858,20.857142857142858,25.428571428571427,31.714285714285715,26.571428571428573
6,36,17.714285714285715,20.142857142857142,28.285714285714285,34.714285714285715,24.714285714285715
7,38,21.285714285714285,19.428571428571427,28.714285714285715,33.57142857142857,16.571428571428573
8,42,26.428571428571427,23.428571428571427,30.142857142857142,30.285714285714285,24.428571428571427
9,44,22.714285714285715,29.0,26.285714285714285,35.57142857142857,18.714285714285715
10,45,22.0,21.428571428571427,22.428571428571427,35.42857142857143,24.428571428571427
11,47,20.571428571428573,23.428571428571427,32.142857142857146,33.42857142857143,28.428571428571427
12,50,15.714285714285714,24.428571428571427,32.0,34.714285714285715,18.714285714285715
13,55,20.142857142857142,28.142857142857142,28.857142857142858,36.142857142857146,30.285714285714285
14,58,19.0,29.714285714285715,23.428571428571427,38.857142857142854,24.285714285714285
15,59,33.0,31.571428571428573,28.428571428571427,32.0,23.857142857142858
16,60,25.428571428571427,23.0,27.0,35.285714285714285,24.285714285714285
17,61,34.42857142857143,25.285714285714285,29.428571428571427,32.714285714285715,20.571428571428573
18,62,24.714285714285715,25.428571428571427,29.857142857142858,36.42857142857143,27.0
19,63,30.714285714285715,21.714285714285715,26.428571428571427,31.142857142857142,12.571428571428571
20,65,29.142857142857142,24.285714285714285,29.571428571428573,32.285714285714285,25.142857142857142
21,9,23.571428571428573,31.428571428571427,28.285714285714285,36.714285714285715,19.857142857142858
22,16,26.285714285714285,22.714285714285715,28.0,32.857142857142854,23.0
23,19,23.571428571428573,23.428571428571427,33.0,32.0,22.142857142857142
24,66,22.285714285714285,29.428571428571427,23.285714285714285,36.142857142857146,27.285714285714285
25,68,16.714285714285715,23.0,28.428571428571427,34.714285714285715,26.857142857142858
26,71,31.857142857142858,30.0,29.142857142857142,31.428571428571427,19.285714285714285
27,72,30.571428571428573,20.0,25.714285714285715,35.142857142857146,21.571428571428573
28,73,32.0,15.714285714285714,24.857142857142858,31.428571428571427,18.142857142857142
29,74,19.142857142857142,21.857142857142858,30.285714285714285,31.714285714285715,30.714285714285715
30,75,19.285714285714285,21.0,29.428571428571427,33.714285714285715,20.428571428571427
31,76,35.714285714285715,18.571428571428573,23.857142857142858,32.0,25.857142857142858
32,77,28.285714285714285,25.428571428571427,25.714285714285715,36.0,21.857142857142858
33,78,27.571428571428573,21.142857142857142,29.428571428571427,35.0,20.0
34,80,32.42857142857143,27.0,34.857142857142854,36.857142857142854,23.571428571428573
35,82,18.857142857142858,18.0,27.142857142857142,34.0,27.285714285714285
36,89,32.285714285714285,19.428571428571427,27.0,29.571428571428573,13.714285714285714
37,90,29.714285714285715,19.142857142857142,25.0,23.142857142857142,15.857142857142858
38,97,24.714285714285715,21.142857142857142,23.142857142857142,35.42857142857143,17.285714285714285
39,98,24.714285714285715,31.571428571428573,27.857142857142858,35.142857142857146,17.142857142857142
40,99,29.571428571428573,26.142857142857142,24.571428571428573,33.857142857142854,22.428571428571427
41,100,26.571428571428573,25.142857142857142,30.857142857142858,35.0,16.857142857142858
42,101,25.571428571428573,20.571428571428573,27.142857142857142,34.714285714285715,17.857142857142858
43,103,30.857142857142858,18.142857142857142,23.714285714285715,25.428571428571427,24.285714285714285
44,107,38.42857142857143,20.428571428571427,29.285714285714285,34.285714285714285,22.857142857142858
45,109,29.142857142857142,19.428571428571427,25.285714285714285,29.142857142857142,13.142857142857142
46,111,21.428571428571427,29.0,32.285714285714285,36.0,26.142857142857142
47,115,25.428571428571427,19.571428571428573,20.857142857142858,34.0,29.857142857142858
48,116,30.857142857142858,22.857142857142858,33.57142857142857,29.142857142857142,22.142857142857142
49,117,24.0,29.142857142857142,27.714285714285715,36.285714285714285,19.571428571428573
50,118,31.857142857142858,22.142857142857142,24.571428571428573,31.857142857142858,19.0
51,124,32.142857142857146,17.857142857142858,24.571428571428573,27.857142857142858,15.142857142857142
52,125,20.571428571428573,23.285714285714285,25.142857142857142,32.42857142857143,17.571428571428573
53,129,23.142857142857142,21.0,27.0,34.285714285714285,18.714285714285715
54,130,21.571428571428573,25.285714285714285,30.428571428571427,34.142857142857146,23.714285714285715
55,133,18.714285714285715,33.57142857142857,30.714285714285715,36.714285714285715,22.428571428571427
56,134,20.857142857142858,33.714285714285715,27.428571428571427,34.285714285714285,26.857142857142858
57,136,28.142857142857142,16.142857142857142,26.142857142857142,33.285714285714285,17.285714285714285
58,138,25.142857142857142,21.142857142857142,31.571428571428573,33.42857142857143,13.571428571428571
59,141,27.142857142857142,25.285714285714285,31.714285714285715,33.285714285714285,19.142857142857142
