,participantID,neoOpenness,neoConscientiousness,neoExtraversion,neoAgreeableness,neoNeuroticism
0,85,0.6666666666666666,2.7916666666666665,0.375,2.5,2.7083333333333335
1,54,1.125,3.75,2.2916666666666665,2.5416666666666665,1.875
2,78,1.25,2.8333333333333335,0.8333333333333334,3.625,3.5833333333333335
3,97,2.25,2.7083333333333335,1.875,3.5416666666666665,1.3333333333333333
4,48,0.75,3.4166666666666665,2.3333333333333335,3.125,0.2916666666666667
5,9,2.7916666666666665,2.375,1.2916666666666667,3.2083333333333335,2.9583333333333335
6,13,0.9583333333333334,3.5,2.5,3.5833333333333335,1.3333333333333333
7,17,2.0416666666666665,2.4583333333333335,2.2916666666666665,3.5,0.9166666666666666
8,135,2.3333333333333335,1.6666666666666667,1.5,3.5416666666666665,2.7916666666666665
9,67,1.625,2.0416666666666665,1.0,2.0416666666666665,3.4583333333333335
10,88,1.7083333333333333,3.0833333333333335,0.9166666666666666,2.7916666666666665,2.6666666666666665
11,132,0.5,1.75,0.8333333333333334,2.6666666666666665,2.7083333333333335
12,127,1.1666666666666667,3.375,2.125,3.0416666666666665,2.7083333333333335
13,56,2.75,3.2916666666666665,3.3333333333333335,3.7083333333333335,2.375
14,52,1.25,2.5416666666666665,0.625,2.4166666666666665,2.9583333333333335
15,125,1.75,3.75,2.6666666666666665,3.875,0.5
16,39,1.5,3.875,3.0,3.1666666666666665,0.7083333333333334
17,1,0.875,2.25,1.25,2.125,2.125
18,25,2.0833333333333335,3.2916666666666665,2.0,2.5416666666666665,1.5
19,53,2.0833333333333335,3.4583333333333335,2.8333333333333335,3.3333333333333335,1.0416666666666667
20,6,1.4583333333333333,1.2916666666666667,1.0416666666666667,2.7083333333333335,3.4166666666666665
21,114,0.6666666666666666,2.9166666666666665,1.9583333333333333,2.875,0.25
22,128,1.1666666666666667,3.0416666666666665,1.2083333333333333,3.8333333333333335,2.125
23,86,2.7083333333333335,2.25,2.0416666666666665,3.875,1.9166666666666667
24,61,2.3333333333333335,3.75,3.2083333333333335,3.0833333333333335,0.4166666666666667
25,130,2.7916666666666665,3.0,3.5833333333333335,2.5416666666666665,1.0416666666666667
26,96,2.0,2.6666666666666665,1.5833333333333333,3.625,2.375
27,76,2.3333333333333335,2.4166666666666665,1.5833333333333333,2.75,2.6666666666666665
28,3,2.2083333333333335,3.0,1.9583333333333333,3.7083333333333335,2.75
29,33,2.5416666666666665,2.9583333333333335,1.5416666666666667,3.1666666666666665,2.2916666666666665
30,11,0.75,3.2916666666666665,1.625,2.5,1.375
31,99,1.0,4.0,2.2916666666666665,3.5833333333333335,0.25
32,50,2.6666666666666665,3.625,2.5833333333333335,3.9583333333333335,1.875
33,2,1.25,1.5,2.0,1.6666666666666667,3.2916666666666665
34,28,0.2916666666666667,3.2916666666666665,2.0416666666666665,2.9166666666666665,0.08333333333333333
35,65,0.875,2.1666666666666665,1.7083333333333333,2.625,3.25
36,118,2.5,2.625,2.4166666666666665,3.7083333333333335,1.5
37,122,0.9583333333333334,3.375,1.7083333333333333,3.125,1.4166666666666667
38,138,1.0416666666666667,1.0833333333333333,0.25,2.2083333333333335,3.2083333333333335
39,113,1.0416666666666667,3.875,2.4166666666666665,3.2916666666666665,0.7916666666666666
40,104,1.9583333333333333,2.8333333333333335,2.7083333333333335,3.1666666666666665,1.4166666666666667
41,89,0.7916666666666666,2.1666666666666665,1.125,1.625,1.125
42,147,1.375,2.2083333333333335,0.5416666666666666,2.375,0.7083333333333334
43,93,1.7083333333333333,3.4166666666666665,1.875,3.5833333333333335,1.5833333333333333
44,47,1.75,2.9166666666666665,1.4166666666666667,3.75,1.0833333333333333
45,121,2.2083333333333335,3.7083333333333335,2.4166666666666665,3.6666666666666665,1.25
46,22,0.8333333333333334,3.0,1.625,3.125,1.5833333333333333
47,68,1.7916666666666667,3.2083333333333335,2.5,3.8333333333333335,0.5
48,84,0.75,3.9583333333333335,2.5833333333333335,2.9166666666666665,1.6666666666666667
49,35,0.9166666666666666,3.5,2.125,2.0416666666666665,2.3333333333333335
50,69,1.9166666666666667,3.7916666666666665,2.2916666666666665,3.4583333333333335,2.2916666666666665
51,80,1.3333333333333333,3.2916666666666665,2.4166666666666665,3.8333333333333335,0.2916666666666667
52,131,1.7916666666666667,2.5833333333333335,2.2916666666666665,3.5833333333333335,2.125
53,107,1.0833333333333333,3.6666666666666665,1.2916666666666667,2.5,3.0
54,112,0.5833333333333334,2.4166666666666665,0.9583333333333334,2.5,2.5416666666666665
55,79,0.3333333333333333,1.7916666666666667,1.6666666666666667,2.7083333333333335,0.2916666666666667
56,40,0.9583333333333334,3.1666666666666665,0.2916666666666667,2.3333333333333335,3.25
57,81,1.4583333333333333,1.2083333333333333,0.5416666666666666,2.625,3.9583333333333335
58,74,0.9166666666666666,3.125,1.0,3.7916666666666665,1.1666666666666667
59,119,2.0416666666666665,3.375,2.4583333333333335,3.5,1.75
60,60,1.75,2.3333333333333335,2.125,2.3333333333333335,2.7916666666666665
61,41,1.5833333333333333,2.9166666666666665,2.5416666666666665,1.9166666666666667,1.75
62,129,1.0416666666666667,3.3333333333333335,2.7083333333333335,3.0833333333333335,0.3333333333333333
63,4,1.8333333333333333,1.5416666666666667,1.3333333333333333,1.7916666666666667,3.5
64,30,1.9166666666666667,1.8333333333333333,3.4166666666666665,2.7916666666666665,0.5416666666666666
65,27,1.9166666666666667,3.5416666666666665,2.0833333333333335,3.0833333333333335,2.125
66,105,1.0833333333333333,1.5416666666666667,1.625,3.5,2.9166666666666665
67,137,1.25,2.9166666666666665,1.7083333333333333,3.25,2.7916666666666665
68,55,2.1666666666666665,1.7916666666666667,2.25,2.7916666666666665,0.9583333333333334
69,139,1.5416666666666667,3.0833333333333335,2.0833333333333335,3.0416666666666665,0.9166666666666666
70,26,1.8333333333333333,3.4583333333333335,2.1666666666666665,2.7916666666666665,3.0
71,57,1.5416666666666667,3.0833333333333335,2.125,3.8333333333333335,2.8333333333333335
72,140,2.4166666666666665,1.9583333333333333,2.9166666666666665,3.7083333333333335,0.9583333333333334
73,91,1.875,3.3333333333333335,1.5416666666666667,3.7083333333333335,1.5
74,82,1.5833333333333333,2.9583333333333335,1.1666666666666667,3.625,2.4583333333333335
75,64,2.0,3.4166666666666665,2.0833333333333335,3.1666666666666665,1.6666666666666667
76,8,1.2083333333333333,4.0,2.6666666666666665,3.0,1.2083333333333333
77,120,2.4583333333333335,3.7916666666666665,2.2916666666666665,3.0833333333333335,2.4583333333333335
78,36,1.0416666666666667,3.0833333333333335,1.5833333333333333,3.0833333333333335,2.75
79,111,1.6666666666666667,3.875,3.0,3.2916666666666665,0.5
80,23,2.7083333333333335,1.875,2.75,3.3333333333333335,1.3333333333333333
81,102,1.9166666666666667,3.0416666666666665,2.1666666666666665,3.0833333333333335,2.9583333333333335
82,66,0.6666666666666666,3.0416666666666665,1.3333333333333333,1.3333333333333333,1.0833333333333333
83,133,1.1666666666666667,2.8333333333333335,2.0833333333333335,3.3333333333333335,2.3333333333333335
84,70,3.25,2.625,3.5416666666666665,3.2916666666666665,2.375
85,44,1.4583333333333333,2.875,2.9583333333333335,3.5833333333333335,1.625
86,20,2.0,3.6666666666666665,2.4583333333333335,3.1666666666666665,2.6666666666666665
87,58,1.2083333333333333,1.9166666666666667,1.0,1.875,1.4583333333333333
88,7,1.4583333333333333,3.125,1.4166666666666667,3.375,2.125
89,87,1.25,4.0,2.5833333333333335,3.5,0.2916666666666667
90,51,1.8333333333333333,1.25,2.0416666666666665,1.25,2.9166666666666665
91,5,2.4166666666666665,3.2916666666666665,2.0,3.625,3.0416666666666665
92,94,1.375,3.4166666666666665,1.875,3.5,0.875
93,83,0.5,2.1666666666666665,0.08333333333333333,2.0833333333333335,3.1666666666666665
94,15,2.6666666666666665,2.0,2.1666666666666665,2.6666666666666665,3.4583333333333335
95,134,2.75,2.25,1.9166666666666667,3.0833333333333335,2.7916666666666665
96,98,1.0416666666666667,3.5,1.2083333333333333,2.6666666666666665,2.4583333333333335
97,109,2.5833333333333335,2.4166666666666665,1.4166666666666667,3.2083333333333335,2.375
98,37,0.9166666666666666,2.9166666666666665,2.625,3.2916666666666665,0.2916666666666667
99,19,1.25,2.8333333333333335,0.4166666666666667,2.875,2.75
100,32,2.8333333333333335,3.0,3.625,3.0416666666666665,1.3333333333333333
101,10,2.7916666666666665,2.0833333333333335,3.7916666666666665,1.2083333333333333,2.5833333333333335
102,72,0.9166666666666666,3.125,2.25,3.0833333333333335,1.4583333333333333
103,62,1.75,2.7916666666666665,3.0833333333333335,2.125,1.6666666666666667
104,59,0.375,3.125,1.3333333333333333,3.75,0.25
105,108,1.4583333333333333,3.4583333333333335,2.3333333333333335,2.8333333333333335,2.0833333333333335
106,103,2.5,1.25,1.3333333333333333,3.375,3.5
107,100,1.3333333333333333,2.5416666666666665,2.4166666666666665,3.2083333333333335,1.0416666666666667
