,participantID,neoOpenness,neoConscientiousness,neoExtraversion,neoAgreeableness,neoNeuroticism
0,85,1.4166666666666667,2.4166666666666665,1.1666666666666667,2.8333333333333335,2.1666666666666665
1,54,1.5,3.4583333333333335,2.2083333333333335,3.125,1.5833333333333333
2,78,2.125,2.875,1.875,3.375,2.9166666666666665
3,97,1.7916666666666667,3.0833333333333335,2.1666666666666665,3.2083333333333335,1.3333333333333333
4,48,1.4166666666666667,3.5416666666666665,2.0,3.125,0.5
5,9,2.3333333333333335,2.6666666666666665,1.5833333333333333,3.25,2.3333333333333335
6,13,1.75,2.5416666666666665,2.4583333333333335,2.7916666666666665,1.5
7,17,1.875,2.7916666666666665,2.6666666666666665,3.5833333333333335,1.0
8,135,2.2083333333333335,2.875,2.4166666666666665,3.25,2.0
9,67,1.5833333333333333,2.0416666666666665,1.2916666666666667,2.5,2.0833333333333335
10,88,1.7916666666666667,2.9583333333333335,1.5833333333333333,3.0833333333333335,2.5
11,132,1.4583333333333333,2.0833333333333335,1.0833333333333333,2.7916666666666665,2.2083333333333335
12,127,1.8333333333333333,3.25,2.2083333333333335,3.0833333333333335,2.0
13,56,2.2083333333333335,2.9583333333333335,2.9166666666666665,3.1666666666666665,2.0
14,52,1.5,3.125,0.875,2.5416666666666665,3.0
15,125,2.0416666666666665,3.2916666666666665,2.875,3.6666666666666665,0.7916666666666666
16,39,1.8333333333333333,3.375,2.5833333333333335,2.7916666666666665,0.8333333333333334
17,1,1.4583333333333333,2.1666666666666665,1.5,2.875,2.0416666666666665
18,25,1.75,3.0,1.875,2.4583333333333335,1.2916666666666667
19,53,1.7083333333333333,3.3333333333333335,2.625,3.4583333333333335,1.2083333333333333
20,6,1.5,1.9583333333333333,1.5416666666666667,2.5833333333333335,3.2083333333333335
21,114,1.4583333333333333,2.9583333333333335,2.375,2.9583333333333335,0.625
22,128,1.6666666666666667,3.0416666666666665,2.0,3.5416666666666665,1.2083333333333333
23,86,2.2916666666666665,3.1666666666666665,1.9583333333333333,3.4166666666666665,1.875
24,61,2.3333333333333335,3.5833333333333335,3.2083333333333335,3.0416666666666665,0.5
25,130,2.375,2.9583333333333335,3.125,3.0,0.5416666666666666
26,96,2.1666666666666665,2.375,1.9166666666666667,3.5416666666666665,2.0
27,76,2.0,2.4583333333333335,2.375,3.0833333333333335,2.5833333333333335
28,3,2.0416666666666665,2.5416666666666665,2.1666666666666665,3.2083333333333335,2.25
29,33,2.5416666666666665,2.6666666666666665,1.625,2.9166666666666665,2.125
30,11,1.5416666666666667,2.875,1.7916666666666667,2.8333333333333335,1.6666666666666667
31,99,2.0833333333333335,3.5,2.375,3.375,0.5833333333333334
32,50,2.125,3.2916666666666665,2.7083333333333335,3.5833333333333335,1.5
33,2,1.875,1.8333333333333333,1.8333333333333333,2.7916666666666665,2.625
34,28,1.5,2.9166666666666665,2.2083333333333335,2.7916666666666665,0.375
35,65,1.7083333333333333,2.3333333333333335,1.6666666666666667,2.9166666666666665,2.3333333333333335
36,118,2.4583333333333335,2.6666666666666665,2.5,3.625,1.4166666666666667
37,122,1.6666666666666667,3.0416666666666665,1.5833333333333333,3.0416666666666665,1.4583333333333333
38,138,1.5416666666666667,1.875,1.0833333333333333,2.75,2.125
39,113,1.7083333333333333,3.4166666666666665,2.4583333333333335,3.0,0.875
40,104,2.0416666666666665,3.7916666666666665,2.9166666666666665,3.0,0.875
41,89,1.4583333333333333,2.5416666666666665,1.625,2.625,1.2083333333333333
42,147,1.9166666666666667,2.3333333333333335,1.2083333333333333,2.7916666666666665,0.75
43,93,1.9166666666666667,3.2083333333333335,2.2083333333333335,3.7083333333333335,1.75
44,47,1.625,2.9583333333333335,2.125,3.2916666666666665,0.9166666666666666
45,121,2.1666666666666665,3.625,2.4583333333333335,3.5,1.25
46,22,1.5833333333333333,2.8333333333333335,2.3333333333333335,3.0833333333333335,1.2916666666666667
47,68,2.1666666666666665,3.1666666666666665,2.4166666666666665,3.4583333333333335,0.5416666666666666
48,84,1.3333333333333333,3.5416666666666665,2.4583333333333335,2.875,1.3333333333333333
49,35,1.7916666666666667,3.6666666666666665,2.4166666666666665,3.125,1.0416666666666667
50,69,2.0416666666666665,3.375,2.2916666666666665,3.375,2.0
51,80,1.8333333333333333,3.0,2.0833333333333335,3.375,0.75
52,131,1.9583333333333333,2.75,2.7083333333333335,3.2083333333333335,1.3333333333333333
53,107,1.5416666666666667,2.875,1.4166666666666667,2.5833333333333335,2.5416666666666665
54,112,1.0833333333333333,2.4583333333333335,1.0,2.7083333333333335,1.4583333333333333
55,79,1.5,2.2083333333333335,2.5416666666666665,3.125,0.3333333333333333
56,40,1.5833333333333333,2.5,1.125,2.4583333333333335,2.2916666666666665
57,81,1.7083333333333333,1.9166666666666667,1.1666666666666667,2.7916666666666665,3.625
58,74,1.875,3.0416666666666665,1.6666666666666667,3.3333333333333335,0.875
59,119,1.9583333333333333,3.0,2.5,3.2916666666666665,1.7083333333333333
60,60,1.6666666666666667,2.4166666666666665,2.2916666666666665,2.4166666666666665,2.5
61,41,1.8333333333333333,2.875,2.625,2.7083333333333335,1.5416666666666667
62,129,1.625,3.3333333333333335,2.875,3.25,0.5416666666666666
63,4,1.9166666666666667,1.9166666666666667,1.5416666666666667,2.375,2.9166666666666665
64,30,2.0416666666666665,2.125,3.4583333333333335,3.0416666666666665,0.5
65,27,2.1666666666666665,2.7916666666666665,2.1666666666666665,3.1666666666666665,2.0
66,105,1.75,1.4583333333333333,1.1666666666666667,3.2916666666666665,2.125
67,137,1.75,2.9583333333333335,1.7916666666666667,3.2083333333333335,2.5
68,55,2.0416666666666665,2.4583333333333335,2.2083333333333335,3.5833333333333335,0.8333333333333334
69,139,1.9166666666666667,3.25,2.2916666666666665,2.9583333333333335,0.9166666666666666
70,26,2.2083333333333335,3.4583333333333335,2.7083333333333335,2.9583333333333335,1.6666666666666667
71,57,1.75,3.0833333333333335,2.0833333333333335,3.25,1.8333333333333333
72,140,2.2083333333333335,2.625,2.2916666666666665,3.5416666666666665,0.6666666666666666
73,91,1.9166666666666667,3.125,1.8333333333333333,3.5416666666666665,1.0416666666666667
74,82,2.0416666666666665,2.3333333333333335,1.4166666666666667,3.4583333333333335,2.25
75,64,2.0,3.7083333333333335,2.3333333333333335,3.4166666666666665,1.0
76,8,2.0833333333333335,3.25,2.3333333333333335,3.2083333333333335,1.375
77,120,2.0416666666666665,3.4166666666666665,2.0416666666666665,3.2083333333333335,1.6666666666666667
78,36,1.5416666666666667,2.5833333333333335,1.0833333333333333,3.125,2.5833333333333335
79,111,2.2916666666666665,3.625,2.9166666666666665,2.9166666666666665,0.6666666666666666
80,23,2.5,2.3333333333333335,2.625,3.2083333333333335,1.0
81,102,1.9166666666666667,3.0833333333333335,1.625,2.9583333333333335,2.5833333333333335
82,66,1.5416666666666667,3.125,1.6666666666666667,2.5833333333333335,0.7083333333333334
83,133,1.75,3.0833333333333335,1.875,3.4583333333333335,2.5
84,70,2.875,2.9166666666666665,3.375,3.1666666666666665,1.5
85,44,2.0,2.8333333333333335,3.2083333333333335,3.25,1.2916666666666667
86,20,2.0416666666666665,3.3333333333333335,2.9583333333333335,3.2083333333333335,2.1666666666666665
87,58,1.4166666666666667,2.0416666666666665,0.7916666666666666,2.5,1.3333333333333333
88,7,2.0416666666666665,2.6666666666666665,1.375,3.125,2.0416666666666665
89,87,1.625,3.7083333333333335,2.5833333333333335,3.25,0.5416666666666666
90,51,2.0833333333333335,2.0416666666666665,2.125,2.125,2.4583333333333335
91,5,1.875,2.8333333333333335,2.3333333333333335,3.3333333333333335,2.4166666666666665
92,94,1.8333333333333333,2.75,2.5,3.2083333333333335,1.0
93,83,1.375,2.0,0.625,2.375,2.8333333333333335
94,15,2.2083333333333335,2.2916666666666665,2.125,2.8333333333333335,3.0833333333333335
95,134,2.0,2.875,2.375,2.9166666666666665,2.2916666666666665
96,98,1.7916666666666667,2.875,1.7916666666666667,2.9583333333333335,2.2083333333333335
97,109,1.9583333333333333,2.25,1.5416666666666667,3.2083333333333335,1.625
98,37,1.375,2.8333333333333335,2.7916666666666665,3.1666666666666665,0.4166666666666667
99,19,1.625,2.9166666666666665,0.7916666666666666,3.0833333333333335,2.125
100,32,2.125,2.8333333333333335,3.2083333333333335,2.7083333333333335,0.6666666666666666
101,10,2.5833333333333335,2.75,3.0416666666666665,2.4583333333333335,1.8333333333333333
102,72,1.8333333333333333,2.875,2.0416666666666665,3.3333333333333335,1.0416666666666667
103,62,2.0416666666666665,2.7916666666666665,2.625,3.2083333333333335,0.7916666666666666
