,participantID,neoOpenness,neoConscientiousness,neoExtraversion,neoAgreeableness,neoNeuroticism
0,85,1.7083333333333333,2.9583333333333335,1.5,2.7083333333333335,2.5416666666666665
1,54,2.125,3.1666666666666665,2.2916666666666665,2.8333333333333335,2.0416666666666665
2,78,2.2916666666666665,2.6666666666666665,1.875,2.9583333333333335,3.0833333333333335
3,97,2.5833333333333335,3.0,2.3333333333333335,3.0416666666666665,1.5
4,48,1.9583333333333333,3.25,2.1666666666666665,2.875,1.0833333333333333
5,9,2.6666666666666665,2.8333333333333335,1.5833333333333333,3.125,2.5
6,13,2.25,2.7916666666666665,2.25,3.0,1.5
7,17,2.5,2.9166666666666665,2.5833333333333335,3.2083333333333335,1.25
8,135,2.5,2.9166666666666665,2.3333333333333335,2.8333333333333335,2.2083333333333335
9,67,1.75,2.4166666666666665,1.6666666666666667,2.5416666666666665,2.375
10,88,2.3333333333333335,3.0833333333333335,1.9166666666666667,2.8333333333333335,2.0833333333333335
11,132,1.5,2.375,1.6666666666666667,2.75,2.5833333333333335
12,127,2.25,3.0833333333333335,2.1666666666666665,2.875,2.2916666666666665
13,56,2.9166666666666665,2.8333333333333335,2.8333333333333335,3.125,2.2916666666666665
14,52,2.0,2.625,1.0833333333333333,2.9166666666666665,2.875
15,125,2.4166666666666665,3.2916666666666665,2.5833333333333335,3.5,1.2916666666666667
16,39,2.375,3.3333333333333335,2.7916666666666665,2.8333333333333335,1.25
17,1,1.625,2.1666666666666665,1.5833333333333333,2.5833333333333335,2.875
18,25,2.3333333333333335,3.25,1.7916666666666667,2.625,1.1666666666666667
19,53,2.4583333333333335,3.3333333333333335,2.7916666666666665,3.1666666666666665,1.5833333333333333
20,6,2.0833333333333335,2.25,1.6666666666666667,2.8333333333333335,3.0833333333333335
21,114,2.0,2.8333333333333335,2.4583333333333335,3.0,0.9583333333333334
22,128,2.2916666666666665,3.125,2.0,3.3333333333333335,1.6666666666666667
23,86,2.8333333333333335,3.1666666666666665,2.5416666666666665,3.125,1.9583333333333333
24,61,2.6666666666666665,3.5416666666666665,2.8333333333333335,3.1666666666666665,0.7916666666666666
25,130,2.7916666666666665,2.9166666666666665,2.625,2.9166666666666665,1.0
26,96,2.4166666666666665,2.4583333333333335,2.1666666666666665,3.125,2.2083333333333335
27,76,2.5,2.9583333333333335,2.0,2.875,2.625
28,3,2.375,2.7083333333333335,2.25,2.9166666666666665,2.3333333333333335
29,33,2.7083333333333335,3.0,2.3333333333333335,2.9583333333333335,2.4166666666666665
30,11,2.125,2.9166666666666665,2.1666666666666665,2.8333333333333335,1.9166666666666667
31,99,2.2083333333333335,3.3333333333333335,2.625,3.0416666666666665,1.0416666666666667
32,50,2.7083333333333335,3.2083333333333335,2.375,3.3333333333333335,1.5833333333333333
33,2,2.1666666666666665,2.5416666666666665,2.3333333333333335,2.625,2.7916666666666665
34,28,1.75,2.875,2.5833333333333335,2.75,0.7083333333333334
35,65,1.875,2.6666666666666665,1.9583333333333333,2.75,2.7083333333333335
36,118,2.7083333333333335,3.125,2.4166666666666665,3.0,1.75
37,122,2.0416666666666665,2.9166666666666665,1.9166666666666667,2.9583333333333335,2.2083333333333335
38,138,1.7916666666666667,2.4166666666666665,1.625,2.6666666666666665,2.0833333333333335
39,113,2.125,3.2916666666666665,2.4583333333333335,3.0,1.4166666666666667
40,104,2.5,3.4166666666666665,2.75,3.0416666666666665,1.0833333333333333
41,89,1.875,2.3333333333333335,2.1666666666666665,2.4166666666666665,1.6666666666666667
42,147,1.6666666666666667,2.4166666666666665,1.4166666666666667,2.5833333333333335,1.1666666666666667
43,93,2.4166666666666665,3.0833333333333335,2.25,3.0,1.6666666666666667
44,47,2.3333333333333335,2.7916666666666665,2.2916666666666665,2.9166666666666665,1.0833333333333333
45,121,2.4583333333333335,3.375,2.4583333333333335,3.0416666666666665,1.6666666666666667
46,22,1.8333333333333333,2.875,1.9166666666666667,2.9166666666666665,1.9166666666666667
47,68,2.0416666666666665,2.9583333333333335,2.625,3.4166666666666665,0.875
48,84,1.7916666666666667,3.375,2.625,3.0833333333333335,1.4583333333333333
49,35,2.125,3.5,2.375,2.9583333333333335,1.375
50,69,2.5,3.3333333333333335,2.3333333333333335,2.9166666666666665,2.0833333333333335
51,80,2.0833333333333335,2.8333333333333335,2.4166666666666665,3.2083333333333335,1.0416666666666667
52,131,2.75,2.7916666666666665,2.6666666666666665,3.3333333333333335,1.75
53,107,1.8333333333333333,3.0,1.625,2.5416666666666665,2.7083333333333335
54,112,1.375,2.7083333333333335,1.25,2.9583333333333335,1.875
55,79,2.1666666666666665,2.9166666666666665,2.3333333333333335,3.3333333333333335,0.5833333333333334
56,40,1.625,2.75,1.25,2.4583333333333335,2.4583333333333335
57,81,2.375,2.4166666666666665,1.125,2.9166666666666665,3.4166666666666665
58,74,2.125,3.0416666666666665,1.9166666666666667,3.0833333333333335,1.0833333333333333
59,119,2.5,3.0416666666666665,2.625,3.0,1.9166666666666667
60,60,2.3333333333333335,2.25,2.3333333333333335,2.4166666666666665,2.5416666666666665
61,41,2.3333333333333335,2.9583333333333335,2.5,2.7916666666666665,1.6666666666666667
62,129,2.4166666666666665,3.0833333333333335,2.6666666666666665,3.0833333333333335,1.4166666666666667
63,4,2.7083333333333335,2.4166666666666665,2.1666666666666665,2.6666666666666665,3.1666666666666665
64,30,2.4583333333333335,2.75,3.5,3.1666666666666665,0.7083333333333334
65,27,2.625,3.0416666666666665,2.5833333333333335,2.9583333333333335,2.4166666666666665
66,105,2.125,2.4583333333333335,2.0416666666666665,3.0833333333333335,2.5833333333333335
67,137,2.2083333333333335,2.9583333333333335,2.125,3.2083333333333335,2.2083333333333335
68,55,2.6666666666666665,2.5833333333333335,2.2083333333333335,2.875,1.25
69,139,2.375,3.125,2.375,3.0833333333333335,1.2083333333333333
70,26,2.4166666666666665,3.2916666666666665,2.375,3.0833333333333335,1.625
71,57,2.375,2.875,2.2916666666666665,3.0833333333333335,1.9583333333333333
72,140,2.75,3.125,2.7916666666666665,3.0833333333333335,1.3333333333333333
73,91,2.5416666666666665,3.125,2.125,3.2916666666666665,1.2083333333333333
74,82,2.5833333333333335,2.9166666666666665,1.875,3.2916666666666665,2.25
75,64,2.2916666666666665,3.125,2.375,2.9583333333333335,1.1666666666666667
76,8,2.2083333333333335,3.3333333333333335,2.5416666666666665,2.9166666666666665,1.5416666666666667
